LastName;FirstName;BookTitle;PagesNb;Isbn;PublisherName;
Bradbury;Ray;The Cat's Pajamas: Stories;234;ISBN 0-06-058565-X;William Morrow and Company;
Bradbury;Ray;Dark Carnival (short story collection);313;NA;Arkham House;
Bradbury;Ray;The Circus of Dr. Lao and Other Improbable Stories;210;NA;Bantam Books;
Bradbury;Ray;S Is for Space;239;NA;Doubleday (publisher);
Bradbury;Ray;The Golden Apples of the Sun;192;ISBN 0-435-12360-2 (hardcover reprint);Doubleday (publisher);
Bradbury;Ray;The Toynbee Convector (short story collection);275;0-394-54703-9;Alfred A. Knopf;
Bradbury;Ray;Quicker Than the Eye;262;0-380-97380-4;Avon (publisher);
Bradbury;Ray;The Small Assassin;144;NA;Ace Books;
Bradbury;Ray;The Stories of Ray Bradbury;912;0-394-51335-5;Alfred A. Knopf;
Bradbury;Ray;One More for the Road;289;0-06-621106-9;William Morrow and Company;
Bradbury;Ray;I Sing the Body Electric (short story collection);305;ISBN 0-394-42985-0 (reprint);Alfred A. Knopf;
Bradbury;Ray;The Machineries of Joy;255;NA;Simon & Schuster;
Bradbury;Ray;The Halloween Tree;160;0-375-80301-7;Alfred A. Knopf;
Bradbury;Ray;The Vintage Bradbury;329;ISBN 0-394-70294-8 (paperback reprint);Vintage Books;
Bradbury;Ray;Death Is a Lonely Business;278;ISBN 0-394-54702-0 (first edition, hardback);Alfred A. Knopf;
Bradbury;Ray;Dandelion Wine;281;ISBN 0-553-27753-7 (reprint);Doubleday (publisher);
Bradbury;Ray;Let's All Kill Constance;210;0-06-051584-8;William Morrow and Company;
Bradbury;Ray;Long After Midnight;271;0-394-47942-4;Alfred A. Knopf;
Bradbury;Ray;From the Dust Returned;205;0-380-97382-0;William Morrow and Company;
Bradbury;Ray;Green Shadows, White Whale;271;0-394-57878-3;Alfred A. Knopf;
Bradbury;Ray;A Medicine for Melancholy;240;ISBN 0-380-73086-3 (paperback reprint);Doubleday (publisher);
Bradbury;Ray;Twice 22;406;NA;Doubleday (publisher);
Bradbury;Ray;The Illustrated Man;256;0-553-23096-4;Doubleday (publisher);
Bradbury;Ray;A Memory of Murder;192;ISBN 0-440-15559-2;Dell Publishing;
Bradbury;Ray;The October Country;306;ISBN 0-345-40785-7 (paperback reprint);Ballantine Books;
Bradbury;Ray;R Is for Rocket;233;NA;Doubleday (publisher);
Bradbury;Ray;The Mummies of Guanajuato;96;0-8109-1325-9;Abrams Books;
Bradbury;Ray;Classic Stories 1;342;0-553-28637-4;Bantam Books;
Bradbury;Ray;Classic Stories 2;341;0-553-28638-2;Bantam Books;
Bradbury;Ray;Dinosaur Tales;144;0-553-01484-6;Bantam Books;
Bradbury;Ray;Timeless Stories for Today and Tomorrow;306;NA;Bantam Books;
Bradbury;Ray;Driving Blind;261;0-380-97381-2;Avon (publisher);
Bradbury;Ray;Bradbury Stories: 100 of His Most Celebrated Tales;893;ISBN 0-06-054242-X;William Morrow and Company;
Bradbury;Ray;Farewell Summer;224;0-06-113154-7;William Morrow and Company;
Bradley;Marion Zimmer;Hawkmistress!;336;0-87997-762-0;DAW Books;
Bradley;Marion Zimmer;Stormqueen!;364;0-87997-381-1;DAW Books;
Bradley;Marion Zimmer;Two to Conquer;335;0-87997-540-7;DAW Books;
Bradley;Marion Zimmer;A Flame in Hali;466;0-7564-0218-2;DAW Books;
Bradley;Marion Zimmer;Towers of Darkover;336;0-88677-553-1;DAW Books;
Bradley;Marion Zimmer;The Firebrand;608;ISBN 0-671-64177-8 (first edition, hardcover);Simon & Schuster;
Bradley;Marion Zimmer;The Fall of Neskaya;431;0-7564-0034-1;DAW Books;
Bradley;Marion Zimmer;Exile's Song;435;886773954;DAW Books;
Bradley;Marion Zimmer;Red Sun of Darkover;287;0-88677-230-3;DAW Books;
Bradley;Marion Zimmer;The Shattered Chain;287;NA;DAW Books;
Bradley;Marion Zimmer;Ancestors of Avalon;363;ISBN 0-670-03314-6;Penguin Books;
Bradley;Marion Zimmer;Lady of Avalon;464;0-670-85783-1;Viking Press;
Bradley;Marion Zimmer;Priestess of Avalon;382;0-00-224709-7;HarperCollins;
Bradley;Marion Zimmer;The Forest House;432;0-670-84454-3;Viking Press;
Bradley;Marion Zimmer;The Mists of Avalon;876;0-394-52406-3;Alfred A. Knopf;
Bradley;Marion Zimmer;The Bloody Sun;191;978-0-441-06854-8;Ace Books;
Bradley;Marion Zimmer;Sharra's Exile;365;0-87997-659-4;DAW Books;
Bradley;Marion Zimmer;The Other Side of the Mirror (anthology);303;0-88677-185-4;DAW Books;
Bradley;Marion Zimmer;The Heritage of Hastur;381;0-87997-189-4;DAW Books;
Bradley;Marion Zimmer;Rediscovery;307;0-88677-561-2;DAW Books;
Bradley;Marion Zimmer;Four Moons of Darkover;284;0-88677-305-9;DAW Books;
Bradley;Marion Zimmer;Leroni of Darkover;334;0-88677-494-2;DAW Books;
Bradley;Marion Zimmer;Marion Zimmer Bradley's Darkover;335;0-88677-593-0;DAW Books;
Bradley;Marion Zimmer;Renunciates of Darkover;317;0-88677-469-1;DAW Books;
Bradley;Marion Zimmer;City of Sorcery;423;0-87997-962-3;DAW Books;
Bradley;Marion Zimmer;Domains of Darkover;254;0-88677-407-1;DAW Books;
Bradley;Marion Zimmer;Free Amazons of Darkover;304;0-87997-722-1;DAW Books;
Bradley;Marion Zimmer;Snows of Darkover;336;0-88677-601-5;DAW Books;
Bradley;Marion Zimmer;Sword of Chaos;240;0-87997-722-1;DAW Books;
Bradley;Marion Zimmer;The Forbidden Tower;364;0-87997-323-4;DAW Books;
Bradley;Marion Zimmer;The Keeper's Price;207;0-87997-517-2;DAW Books;
Bradley;Marion Zimmer;Thendara House;414;0-87997-857-0;DAW Books;
Bradley;Marion Zimmer;The Heirs of Hammerfell;300;886773954;DAW Books;
Bradley;Marion Zimmer;The Planet Savers;91;1463799780;Ace Books;
Brandelius;Jerilyn;The Grateful Dead Family Album;249;9,78E+12;Warner Bros.;
Brandner;Gary;Quintana Roo (novel);251;ISBN 978-0-449-12385-0 (1984 issue);Hamlyn (publishers);
Brandner;Gary;The Howling III: Echoes;254;ISBN 0-09-940730-2;Hamlyn (publishers);
Brandner;Gary;Walkers (novel);222;ISBN 0-449-14319-8 (1980 issue);Fawcett Publications;
Brautigan;Richard;Dreaming of Babylon: A Private Eye Novel 1942;220;ISBN 0-440-02146-4 (hardback edition);Dell Publishing;
Brautigan;Richard;So the Wind Won't Blow It All Away;131;0-440-08195-5;Dell Publishing;
Brautigan;Richard;Sombrero Fallout: A Japanese Novel;187;0-671-22331-3;Simon & Schuster;
Brautigan;Richard;Revenge of the Lawn;174;0-671-20960-4;Simon & Schuster;
Brautigan;Richard;The Abortion: An Historical Romance 1966;226;ISBN 978-0-671-20872-1) (hardcover);Simon & Schuster;
Brautigan;Richard;The Tokyo-Montana Express;258;0-440-08770-8;Dell Publishing;
Brautigan;Richard;Loading Mercury with a Pitchfork;127;0-671-22263-5;Simon & Schuster;
Brautigan;Richard;The Hawkline Monster: A Gothic Western;216;ISBN 0-671-21809-3 (hardback edition);Simon & Schuster;
Brautigan;Richard;Willard and His Bowling Trophies: A Perverse Mystery;167;0-671-22065-9;Simon & Schuster;
Brautigan;Richard;Rommel Drives on Deep into Egypt;85;0-385-28863-8;Dell Publishing;
Breault;Michael;Ruins of Adventure;96;978-0-88038-588-6;TSR (company);
Brennan;Chrisann;The Bite in the Apple;320;9,78E+12;St. Martin's Press;
Breslin;Jimmy;The Gang That Couldn't Shoot Straight;249;0-09-102080-8;Viking Press;
Brin;David;The Postman;294;0-553-05107-5;Bantam Books;
Brin;David;The Transparent Society;384;ISBN 0-7382-0144-8, ISBN 0-201-32802-X;Perseus Books Group;
Brin;David;Kiln People;460;0-7653-0355-8;Tor Books;
Brin;David;Earth (Brin novel);601;0-553-07064-9;Bantam Books;
Brin;David;Brightness Reef;518;0-553-10034-3;Bantam Books;
Brin;David;Startide Rising;462;ISBN 0-553-23495-1 (first edition, paperback);Bantam Books;
Brin;David;The Uplift War;506;0-932096-44-1;Bantam Spectra;
Brin;David;Heaven's Reach;464;0-553-10174-9;Bantam Spectra;
Brin;David;Foundation's Triumph;400;978-0-06-105639-0;Harper Prism;
Brinkley;Douglas;The Reagan Diaries;784;0-06-087600-X;HarperCollins;
Brockmeier;Kevin;The Brief History of the Dead;252;ISBN 0-375-42369-9 (first edition, hardback);Pantheon Books;
Brockmeier;Kevin;The View from the Seventh Layer;288;978-0375425301;Pantheon Books;
Brodie;Fawn;No Man Knows My History;576;978-0-679-73054-5;Alfred A. Knopf;
Brodsky;Michael;We Can Report Them;340;978-1-56858-144-6;Four Walls Eight Windows;
Brooks;Terry;Wards of Faerie;384;ISBN 0345523474;Del Rey Books;
Brooks;Terry;Dark Wraith of Shannara;208;978-0-345-49462-7;Del Rey Books;
Brooks;Terry;A Knight of the Word;352;978-0-345-37963-4;Del Rey Books;
Brooks;Terry;Angel Fire East;352;ISBN 0-345-37964-0;Del Rey Books;
Brooks;Terry;Antrax;375;0-345-39766-5;Del Rey Books;
Brooks;Terry;Armageddon's Children;384;ISBN 0-345-48408-8;Del Rey Books;
Brooks;Terry;Ilse Witch;464;0-345-39654-5;Del Rey Books;
Brooks;Terry;Jarka Ruus;416;0-345-43573-7;Del Rey Books;
Brooks;Terry;Morgawr;401;0-345-43572-9;Del Rey Books;
Brooks;Terry;Running with the Demon;420;0-345-37962-4;Del Rey Books;
Brooks;Terry;Straken;384;0-345-45112-0;Del Rey Books;
Brooks;Terry;Tanequil;368;0-345-43574-5;Del Rey Books;
Brooks;Terry;The Black Unicorn;320;0-345-33528-7;Del Rey Books;
Brooks;Terry;The Scions of Shannara;419;0-345-37074-0;Del Rey Books;
Brooks;Terry;The Tangle Box;368;0-345-38700-7;Del Rey Books;
Brooks;Terry;The Wishsong of Shannara;467;ISBN 0-345-31823-4;Del Rey Books;
Brooks;Terry;Witches' Brew (novel);352;0-345-38702-3;Del Rey Books;
Brooks;Terry;Wizard at Large;320;0-345-36227-6;Del Rey Books;
Brooks;Terry;Magic Kingdom for Sale — SOLD!;384;ISBN 0-345-31758-0 (Mass market paperback);Del Rey Books;
Brooks;Terry;Bloodfire Quest;368;ISBN 9780345523501;Del Rey Books;
Brooks;Walter R.;The Collected Poems of Freddy the Pig;81;1-58567-136-3 (2001);Alfred A. Knopf;
Brown;Daniel James;The Boys in the Boat;404;ISBN 978-0670025817;Penguin Books;
Brown;Fredric;Science Fiction Carnival;315;NA;Shasta Publishers;
Brown;Fredric;Honeymoon in Hell;170;NA;Bantam Books;
Brown;Fredric;What Mad Universe;255;NA;E. P. Dutton;
Brown;Fredric;Rogue in Space;189;NA;E. P. Dutton;
Brown;Fredric;Nightmares and Geezenstacks;137;NA;Bantam Books;
Brown;Jennifer;Hate List;408;978-0316041454;Little, Brown and Company;
Brown;Marc;Arthur's Teacher Trouble;30;978-0-87113-091-4;Grove/Atlantic, Inc.;
Brown;Margaret Wise;Goodnight Moon;32;0-06-443017-0;Harper (publisher);
Brown;Margaret Wise;The Runaway Bunny;48;978-0-06-077582-7;Harper (publisher);
Brown;Margaret Wise;Scuppers The Sailor Dog;24;978-0-307-00143-6;Western Publishing;
Brown;Margaret Wise;The Color Kittens;24;0-307-10234-3;Little Golden Books;
Brown;Margaret Wise;Little Fur Family;32;978-0-06-051898-1;Harper (publisher);
Brown;Margaret Wise;The Important Book;24;978-0064432276;Harper (publisher);
Browne;S.G.;Breathers: A Zombie's Lament;320;978-0-7679-3061-1;Broadway Books;
Bryson;William McGuire;A Walk in the Woods (book);274;0-7679-0251-3;Broadway Books;
Bryson;William McGuire;Bill Bryson's African Diary;63;0-7679-1506-2;Doubleday (publisher);
Bryson;William McGuire;Notes from a Big Country;448;978-0-552-99786-7;Transworld Publishers;
Bryson;William McGuire;Down Under (book);319;0-552-99703-X;Doubleday (publisher);
Bryson;William McGuire;One Summer: America, 1927;528;978-0767919401;Doubleday (publisher);
Bryson;William McGuire;Shakespeare: The World as Stage;199;978-0-06-074022-1;HarperCollins;
Buck;Pearl S.;Letter from Peking;252;NA;John Day Company;
Buck;Pearl S.;Dragon Seed (novel);384;978-1559210331;John Day Company;
Buck;Pearl S.;East Wind: West Wind;277;n/a;John Day Company;
Buck;Rinker;The Oregon Trail: A New American Journey;464;9781451659160 (hardcover) 9781442386228 (audio book) 9781451659184 (Ebook);Simon & Schuster;
Buckley;Michael;The Unusual Suspects (novel);290;0-8109-5926-7;Abrams Books;
Buckley;Michael;The Problem Child;304;0-8109-4914-8;Abrams Books;
Buckley;Michael;The Fairy-tale Detectives;284;0-8109-5925-9;Abrams Books;
Buckley;Michael;The Everafter War;360;0-8109-8355-9;Abrams Books;
Budz;Mark;Clade (novel);384;ISBN 0-553-58658-0 (paperback edition);Bantam Spectra;
Budz;Mark;Tales from Jabba's Palace;464;ISBN 0-553-56815-9;Bantam Spectra;
Buhle;Paul;A People's History of American Empire;288;1-84529-831-4;Henry Holt and Company;
Bujold;Lois McMaster;Memory (Bujold novel);462;978-0-671-87743-9;Baen Books;
Bujold;Lois McMaster;The Spirit Ring;367;ISBN 0-671-72142-9 (0-671-72188-7 pb);Baen Books;
Bujold;Lois McMaster;Cryoburn;345;978-1-4391-3394-1;Baen Books;
Bujold;Lois McMaster;Barrayar;386;978-0-671-72083-4;Baen Books;
Bujold;Lois McMaster;Shards of Honor;320;978-0-671-72087-2;Baen Books;
Bujold;Lois McMaster;Diplomatic Immunity (novel);320;0-7434-3533-8;Baen Books;
Bujold;Lois McMaster;The Hallowed Hunt;480;0-06-057462-3;HarperCollins;
Bujold;Lois McMaster;Captain Vorpatril's Alliance;422;978-1-4516-3845-5 (hardcover);Baen Books;
Bujold;Lois McMaster;Falling Free;307;0-671-65398-9;Baen Books;
Bujold;Lois McMaster;The Vor Game;345;978-0-671-72014-8;Baen Books;
Bujold;Lois McMaster;Horizon (novel);453;978-0-06-137536-1;HarperCollins;
Bujold;Lois McMaster;Legacy (Bujold novel);377;ISBN 0-06-113905-X;HarperCollins;
Bujold;Lois McMaster;Beguilement;355;0-06-113758-8;HarperCollins;
Bujold;Lois McMaster;Ethan of Athos;237;ISBN 0-671-65604-X;Baen Books;
Bujold;Lois McMaster;Passage (Bujold novel);437;978-0-06-137533-0;HarperCollins;
Bujold;Lois McMaster;Cetaganda;302;0-671-87701-1;Baen Books;
Bujold;Lois McMaster;Mirror Dance;392;978-0-671-72210-4;Baen Books;
Burks;Arthur J.;Black Medicine;308;NA;Arkham House;
Burrough;Bryan;The Big Rich;556;0-14-311682-7;Penguin Books;
Burrough;Bryan;Barbarians at the Gate: The Fall of RJR Nabisco;592;0-06-016172-8;Harper (publisher);
Burroughs;Augusten;Magical Thinking (book);288;0-312-31594-5;St. Martin's Press;
Burroughs;Augusten;Possible Side Effects;304;0-312-31596-1;St. Martin's Press;
Burroughs;Augusten;Running with Scissors (memoir);302;ISBN 0-312-42227-X;Picador (imprint);
Burroughs;Augusten;Sellevision;241;0-312-26772-X;St. Martin's Press;
Burroughs;Augusten;A Wolf at the Table;256;ISBN 0-312-34202-0;St. Martin's Press;
Burroughs;Edgar Rice;Tarzan and the Forbidden City;315;NA;Edgar Rice Burroughs, Inc.;
Burroughs;Edgar Rice;Jungle Girl (novel);318;NA;Edgar Rice Burroughs, Inc.;
Burroughs;Edgar Rice;Tarzan, Lord of the Jungle (novel);377;NA;A. C. McClurg;
Burroughs;Edgar Rice;Tanar of Pellucidar;312;NA;Henry Holt and Company;
Burroughs;Edgar Rice;The People That Time Forgot (novel);124;NA;Ace Books;
Burroughs;Edgar Rice;Back to the Stone Age;318;NA;Edgar Rice Burroughs, Inc.;
Burroughs;Edgar Rice;Thuvia, Maid of Mars;256;ISBN N/A;A. C. McClurg;
Burroughs;Edgar Rice;I Am a Barbarian;287;NA;Edgar Rice Burroughs, Inc.;
Burroughs;Edgar Rice;Tarzan the Magnificent (novel);318;NA;Edgar Rice Burroughs, Inc.;
Burroughs;Edgar Rice;Tarzan and the Ant Men;346;NA;A. C. McClurg;
Burroughs;Edgar Rice;Tarzan the Untamed;428;NA;A. C. McClurg;
Burroughs;Edgar Rice;The Outlaw of Torn;298;NA;McClurg;
Burroughs;Edgar Rice;At the Earth's Core (novel);277;NA;A. C. McClurg;
Burroughs;Edgar Rice;A Fighting Man of Mars;319;NA;Henry Holt and Company;
Burroughs;Edgar Rice;Tarzan and the Castaways;229;NA;Canaveral Press;
Burroughs;Edgar Rice;The Cave Girl;323;NA;A. C. McClurg;
Burroughs;Edgar Rice;The Moon Maid;412;NA;A. C. McClurg;
Burroughs;Edgar Rice;The Mad King;296;NA;A. C. McClurg;
Burroughs;Edgar Rice;A Princess of Mars;326;NA;A. C. McClurg;
Burroughs;Edgar Rice;The Oakdale Affair;152;NA;Ace Books;
Burroughs;Edgar Rice;The Monster Men;304;NA;A. C. McClurg;
Burroughs;Edgar Rice;Tarzan at the Earth's Core;301;NA;Henry Holt and Company;
Burroughs;Edgar Rice;The Land That Time Forgot (novel);122;NA;A. C. McClurg;
Burroughs;Edgar Rice;The Master Mind of Mars;312;NA;A. C. McClurg;
Burroughs;Edgar Rice;Tarzan and the Golden Lion;333;NA;A. C. McClurg;
Burroughs;Edgar Rice;The Warlord of Mars;296;NA;A. C. McClurg;
Burroughs;Edgar Rice;The Chessmen of Mars;375;NA;A. C. McClurg;
Burroughs;Edgar Rice;Tarzan and the Tarzan Twins;192;NA;Canaveral Press;
Burroughs;Edgar Rice;Tarzan and the Madman;236;NA;Canaveral Press;
Burroughs;Edgar Rice;Out of Time's Abyss;125;NA;Ace Books;
Burroughs;Edgar Rice;Swords of Mars;315;NA;Edgar Rice Burroughs, Inc.;
Burroughs;Edgar Rice;Tarzan's Quest;318;NA;Edgar Rice Burroughs, Inc.;
Burroughs;Edgar Rice;Tarzan Triumphant;318;NA;Edgar Rice Burroughs, Inc.;
Burroughs;Edgar Rice;Tarzan and the City of Gold;316;NA;Edgar Rice Burroughs, Inc.;
Burroughs;Edgar Rice;Tarzan and the Foreign Legion;314;NA;Edgar Rice Burroughs, Inc.;
Burroughs;Edgar Rice;Tarzan and the Leopard Men;332;NA;Edgar Rice Burroughs, Inc.;
Burroughs;Edgar Rice;Tarzan and the Lion Man;318;NA;Edgar Rice Burroughs, Inc.;
Burroughs;Edgar Rice;Tarzan the Invincible;318;NA;Edgar Rice Burroughs, Inc.;
Burroughs;Edgar Rice;Jungle Tales of Tarzan;319;NA;A. C. McClurg;
Burroughs;Edgar Rice;Tarzan and the Jewels of Opar;350;NA;A. C. McClurg;
Burroughs;Edgar Rice;Tarzan the Terrible;408;NA;A. C. McClurg;
Burroughs;Edgar Rice;The Beasts of Tarzan;336;NA;A. C. McClurg;
Burroughs;Edgar Rice;The Son of Tarzan;394;NA;A. C. McClurg;
Burroughs;Edgar Rice;The Rider;154;NA;Ace Books;
Burroughs;Edgar Rice;Tarzan and the Lost Empire;313;NA;Henry Holt and Company;
Burroughs;Edgar Rice;The Bandit of Hell's Bend;414;NA;A. C. McClurg;
Burroughs;Edgar Rice;Beyond Thirty;57;NA;Fantasy Press;
Burroughs;Edgar Rice;The Lad and the Lion;317;NA;Edgar Rice Burroughs, Inc.;
Burroughs;William Seward II;The Adding Machine: Collected Essays;216;714540730;John Calder;
Burroughs;William Seward II;Junkie (novel);166;ISBN 0-14-200316-6 (reprint);Ace Books;
Burroughs;William Seward II;Interzone (book);194;0-670-81347-8;Viking Press;
Burroughs;William Seward II;The Yage Letters;68;NA;City Lights Bookstore;
Burroughs;William Seward II;My Education: A Book of Dreams;193;0-670-81350-8;Viking Press;
Burroughs;William Seward II;The Western Lands;258;0-670-81352-4;Viking Press;
Burroughs;William Seward II;The Place of Dead Roads;306;0-03-070416-2;Viking Press;
Burroughs;William Seward II;The Wild Boys (novel);184;0-394-47586-0;Grove Press;
Bushnell;Candace;Summer and the City;416;ISBN 0-06-172893-4;HarperCollins;
Bushnell;Candace;Lipstick Jungle (novel);368;978-0-7868-6819-3;Disney Publishing Worldwide;
Butcher;Jim;White Night (The Dresden Files);416;0-451-46155-X;Roc Books;
Butcher;Jim;Spider-Man: The Darkest Hours;304;ISBN 1-4165-9476-0;Simon & Schuster;
Butcher;Jim;Mean Streets (anthology);368;ISBN 0-451-46249-1;Roc Books;
Butcher;Jim;Furies of Calderon;440;0-441-01199-3;Ace Books;
Butcher;Jim;Academ's Fury;480;ISBN 0-441-01283-3;Ace Books;
Butcher;Jim;Captain's Fury;464;0-441-01527-1;Ace Books;
Butcher;Jim;Cold Days;528;978-0-451-46440-8;Roc Books;
Butcher;Jim;Grave Peril (The Dresden Files);378;ISBN 0-451-45844-3 (first edition, paperback);Penguin Group;
Butcher;Jim;Cursor's Fury;448;0-441-01434-8;Ace Books;
Butcher;Jim;Blood Rites (The Dresden Files);372;0-451-45987-3;Roc Books;
Butcher;Jim;Dead Beat (The Dresden Files);396;0-451-46027-8;Roc Books;
Butcher;Jim;Proven Guilty (The Dresden Files);406;0-451-46085-5;Roc Books;
Butcher;Jim;Turn Coat;432;0-451-46256-4;Roc Books;
Butcher;Jim;Fool Moon (The Dresden Files);352;ISBN 0-451-45812-5 (first edition, paperback);Penguin Group;
Butcher;Jim;Death Masks;374;ISBN 0-451-45940-7 (first edition, paperback) (Future Hardcover 0-451-46294-7);New American Library;
Butcher;Jim;Summer Knight;371;ISBN 0-451-45892-3 (first edition, paperback) (Future Hardcover 0-4514-6275-0);Penguin Group;
Butcher;Jim;Changes (The Dresden Files);432;0-451-46317-X;Roc Books;
Butcher;Jim;Storm Front (The Dresden Files);322;ISBN 0-451-45781-1 (first edition, paperback);Penguin Group;
Butcher;Jim;Ghost Story (The Dresden Files);432;0-451-46379-X;Roc Books;
Butcher;Jim;Princeps' Fury;464;0-441-01638-3;Ace Books;
Butler;Octavia Estelle;Survivor (Octavia Butler novel);185;0-385-13385-5;Doubleday (publisher);
Butler;Octavia Estelle;Parable of the Sower (novel);299;ISBN 0-941423-99-9 (first edition, hardback);Four Walls Eight Windows;
